Country,ISO3 Code,Datetime (UTC),Datetime (Local),Power (MW)
United Kingdom,GBR,2024-07-16 08:00:00,2024-07-16 09:00:00,0.277631
United Kingdom,GBR,2024-07-16 08:30:00,2024-07-16 09:30:00,0.321942
United Kingdom,GBR,2024-07-16 09:00:00,2024-07-16 10:00:00,0.363763
United Kingdom,GBR,2024-07-16 09:30:00,2024-07-16 10:30:00,0.432969
United Kingdom,GBR,2024-07-16 10:00:00,2024-07-16 11:00:00,0.534608
United Kingdom,GBR,2024-07-16 10:30:00,2024-07-16 11:30:00,0.633088
United Kingdom,GBR,2024-07-16 11:00:00,2024-07-16 12:00:00,0.686541
United Kingdom,GBR,2024-07-16 11:30:00,2024-07-16 12:30:00,0.663024
United Kingdom,GBR,2024-07-16 12:00:00,2024-07-16 13:00:00,0.718671
United Kingdom,GBR,2024-07-16 12:30:00,2024-07-16 13:30:00,0.743224
United Kingdom,GBR,2024-07-16 13:00:00,2024-07-16 14:00:00,0.765829
United Kingdom,GBR,2024-07-16 13:30:00,2024-07-16 14:30:00,0.737162
United Kingdom,GBR,2024-07-16 14:00:00,2024-07-16 15:00:00,0.684601
United Kingdom,GBR,2024-07-16 14:30:00,2024-07-16 15:30:00,0.667463
United Kingdom,GBR,2024-07-16 15:00:00,2024-07-16 16:00:00,0.573737
United Kingdom,GBR,2024-07-16 15:30:00,2024-07-16 16:30:00,0.514747
United Kingdom,GBR,2024-07-16 16:00:00,2024-07-16 17:00:00,0.471613
United Kingdom,GBR,2024-07-16 16:30:00,2024-07-16 17:30:00,0.458849
United Kingdom,GBR,2024-07-16 17:00:00,2024-07-16 18:00:00,0.396305
United Kingdom,GBR,2024-07-16 17:30:00,2024-07-16 18:30:00,0.289471
United Kingdom,GBR,2024-07-16 18:00:00,2024-07-16 19:00:00,0.203527
United Kingdom,GBR,2024-07-16 18:30:00,2024-07-16 19:30:00,0.139009
United Kingdom,GBR,2024-07-16 19:00:00,2024-07-16 20:00:00,0.086979
United Kingdom,GBR,2024-07-16 19:30:00,2024-07-16 20:30:00,0.04248
United Kingdom,GBR,2024-07-16 20:00:00,2024-07-16 21:00:00,0.009923
United Kingdom,GBR,2024-07-16 20:30:00,2024-07-16 21:30:00,0.000135
United Kingdom,GBR,2024-07-16 21:00:00,2024-07-16 22:00:00,0
United Kingdom,GBR,2024-07-16 21:30:00,2024-07-16 22:30:00,0
United Kingdom,GBR,2024-07-16 22:00:00,2024-07-16 23:00:00,0
United Kingdom,GBR,2024-07-16 22:30:00,2024-07-16 23:30:00,0
United Kingdom,GBR,2024-07-16 23:00:00,2024-07-17 00:00:00,0
United Kingdom,GBR,2024-07-16 23:30:00,2024-07-17 00:30:00,0
United Kingdom,GBR,2024-07-17 00:00:00,2024-07-17 01:00:00,0
United Kingdom,GBR,2024-07-17 00:30:00,2024-07-17 01:30:00,0
United Kingdom,GBR,2024-07-17 01:00:00,2024-07-17 02:00:00,0
United Kingdom,GBR,2024-07-17 01:30:00,2024-07-17 02:30:00,0
United Kingdom,GBR,2024-07-17 02:00:00,2024-07-17 03:00:00,0
United Kingdom,GBR,2024-07-17 02:30:00,2024-07-17 03:30:00,0
United Kingdom,GBR,2024-07-17 03:00:00,2024-07-17 04:00:00,0
United Kingdom,GBR,2024-07-17 03:30:00,2024-07-17 04:30:00,0
United Kingdom,GBR,2024-07-17 04:00:00,2024-07-17 05:00:00,0
United Kingdom,GBR,2024-07-17 04:30:00,2024-07-17 05:30:00,0.000806
United Kingdom,GBR,2024-07-17 05:00:00,2024-07-17 06:00:00,0.024062
United Kingdom,GBR,2024-07-17 05:30:00,2024-07-17 06:30:00,0.080435
United Kingdom,GBR,2024-07-17 06:00:00,2024-07-17 07:00:00,0.160645
United Kingdom,GBR,2024-07-17 06:30:00,2024-07-17 07:30:00,0.259105
United Kingdom,GBR,2024-07-17 07:00:00,2024-07-17 08:00:00,0.380656
United Kingdom,GBR,2024-07-17 07:30:00,2024-07-17 08:30:00,0.518394
United Kingdom,GBR,2024-07-17 08:00:00,2024-07-17 09:00:00,0.655672
United Kingdom,GBR,2024-07-17 08:30:00,2024-07-17 09:30:00,0.7837
United Kingdom,GBR,2024-07-17 09:00:00,2024-07-17 10:00:00,0.906637
United Kingdom,GBR,2024-07-17 09:30:00,2024-07-17 10:30:00,1.034108
United Kingdom,GBR,2024-07-17 10:00:00,2024-07-17 11:00:00,1.121349
United Kingdom,GBR,2024-07-17 10:30:00,2024-07-17 11:30:00,1.129345
United Kingdom,GBR,2024-07-17 11:00:00,2024-07-17 12:00:00,1.137991
United Kingdom,GBR,2024-07-17 11:30:00,2024-07-17 12:30:00,1.154873
United Kingdom,GBR,2024-07-17 12:00:00,2024-07-17 13:00:00,1.116259
United Kingdom,GBR,2024-07-17 12:30:00,2024-07-17 13:30:00,1.115056
United Kingdom,GBR,2024-07-17 13:00:00,2024-07-17 14:00:00,1.043731
United Kingdom,GBR,2024-07-17 13:30:00,2024-07-17 14:30:00,1.004665
United Kingdom,GBR,2024-07-17 14:00:00,2024-07-17 15:00:00,0.994378
United Kingdom,GBR,2024-07-17 14:30:00,2024-07-17 15:30:00,0.939218
United Kingdom,GBR,2024-07-17 15:00:00,2024-07-17 16:00:00,0.874251
United Kingdom,GBR,2024-07-17 15:30:00,2024-07-17 16:30:00,0.825176
United Kingdom,GBR,2024-07-17 16:00:00,2024-07-17 17:00:00,0.696655
United Kingdom,GBR,2024-07-17 16:30:00,2024-07-17 17:30:00,0.597638
United Kingdom,GBR,2024-07-17 17:00:00,2024-07-17 18:00:00,0.488246
United Kingdom,GBR,2024-07-17 17:30:00,2024-07-17 18:30:00,0.358821
United Kingdom,GBR,2024-07-17 18:00:00,2024-07-17 19:00:00,0.258559
United Kingdom,GBR,2024-07-17 18:30:00,2024-07-17 19:30:00,0.181472
United Kingdom,GBR,2024-07-17 19:00:00,2024-07-17 20:00:00,0.114481
United Kingdom,GBR,2024-07-17 19:30:00,2024-07-17 20:30:00,0.054536
United Kingdom,GBR,2024-07-17 20:00:00,2024-07-17 21:00:00,0.011917
United Kingdom,GBR,2024-07-17 20:30:00,2024-07-17 21:30:00,0.000144
United Kingdom,GBR,2024-07-17 21:00:00,2024-07-17 22:00:00,0
United Kingdom,GBR,2024-07-17 21:30:00,2024-07-17 22:30:00,0
United Kingdom,GBR,2024-07-17 22:00:00,2024-07-17 23:00:00,0
United Kingdom,GBR,2024-07-17 22:30:00,2024-07-17 23:30:00,0
United Kingdom,GBR,2024-07-17 23:00:00,2024-07-18 00:00:00,0
United Kingdom,GBR,2024-07-17 23:30:00,2024-07-18 00:30:00,0
United Kingdom,GBR,2024-07-18 00:00:00,2024-07-18 01:00:00,0
United Kingdom,GBR,2024-07-18 00:30:00,2024-07-18 01:30:00,0
United Kingdom,GBR,2024-07-18 01:00:00,2024-07-18 02:00:00,0
United Kingdom,GBR,2024-07-18 01:30:00,2024-07-18 02:30:00,0
United Kingdom,GBR,2024-07-18 02:00:00,2024-07-18 03:00:00,0
United Kingdom,GBR,2024-07-18 02:30:00,2024-07-18 03:30:00,0
United Kingdom,GBR,2024-07-18 03:00:00,2024-07-18 04:00:00,0
United Kingdom,GBR,2024-07-18 03:30:00,2024-07-18 04:30:00,0
United Kingdom,GBR,2024-07-18 04:00:00,2024-07-18 05:00:00,0
United Kingdom,GBR,2024-07-18 04:30:00,2024-07-18 05:30:00,0.000318
United Kingdom,GBR,2024-07-18 05:00:00,2024-07-18 06:00:00,0.017906
United Kingdom,GBR,2024-07-18 05:30:00,2024-07-18 06:30:00,0.074331
United Kingdom,GBR,2024-07-18 06:00:00,2024-07-18 07:00:00,0.140946
United Kingdom,GBR,2024-07-18 06:30:00,2024-07-18 07:30:00,0.235926
United Kingdom,GBR,2024-07-18 07:00:00,2024-07-18 08:00:00,0.34976
United Kingdom,GBR,2024-07-18 07:30:00,2024-07-18 08:30:00,0.471817
United Kingdom,GBR,2024-07-18 08:00:00,2024-07-18 09:00:00,0.582403
United Kingdom,GBR,2024-07-18 08:30:00,2024-07-18 09:30:00,0.715213
United Kingdom,GBR,2024-07-18 09:00:00,2024-07-18 10:00:00,0.846326
United Kingdom,GBR,2024-07-18 09:30:00,2024-07-18 10:30:00,0.982467
United Kingdom,GBR,2024-07-18 10:00:00,2024-07-18 11:00:00,1.09971
United Kingdom,GBR,2024-07-18 10:30:00,2024-07-18 11:30:00,1.204323
United Kingdom,GBR,2024-07-18 11:00:00,2024-07-18 12:00:00,1.274164
United Kingdom,GBR,2024-07-18 11:30:00,2024-07-18 12:30:00,1.317244
United Kingdom,GBR,2024-07-18 12:00:00,2024-07-18 13:00:00,1.347615
United Kingdom,GBR,2024-07-18 12:30:00,2024-07-18 13:30:00,1.305885
United Kingdom,GBR,2024-07-18 13:00:00,2024-07-18 14:00:00,1.263287
United Kingdom,GBR,2024-07-18 13:30:00,2024-07-18 14:30:00,1.242722
United Kingdom,GBR,2024-07-18 14:00:00,2024-07-18 15:00:00,1.165809
United Kingdom,GBR,2024-07-18 14:30:00,2024-07-18 15:30:00,1.049062
United Kingdom,GBR,2024-07-18 15:00:00,2024-07-18 16:00:00,0.997769
United Kingdom,GBR,2024-07-18 15:30:00,2024-07-18 16:30:00,0.907681
United Kingdom,GBR,2024-07-18 16:00:00,2024-07-18 17:00:00,0.791599
United Kingdom,GBR,2024-07-18 16:30:00,2024-07-18 17:30:00,0.639124
United Kingdom,GBR,2024-07-18 17:00:00,2024-07-18 18:00:00,0.505982
United Kingdom,GBR,2024-07-18 17:30:00,2024-07-18 18:30:00,0.406554
United Kingdom,GBR,2024-07-18 18:00:00,2024-07-18 19:00:00,0.296526
United Kingdom,GBR,2024-07-18 18:30:00,2024-07-18 19:30:00,0.194009
United Kingdom,GBR,2024-07-18 19:00:00,2024-07-18 20:00:00,0.099197
United Kingdom,GBR,2024-07-18 19:30:00,2024-07-18 20:30:00,0.041126
United Kingdom,GBR,2024-07-18 20:00:00,2024-07-18 21:00:00,0.007475
United Kingdom,GBR,2024-07-18 20:30:00,2024-07-18 21:30:00,0.00005
United Kingdom,GBR,2024-07-18 21:00:00,2024-07-18 22:00:00,0
United Kingdom,GBR,2024-07-18 21:30:00,2024-07-18 22:30:00,0
United Kingdom,GBR,2024-07-18 22:00:00,2024-07-18 23:00:00,0
United Kingdom,GBR,2024-07-18 22:30:00,2024-07-18 23:30:00,0
United Kingdom,GBR,2024-07-18 23:00:00,2024-07-19 00:00:00,0
United Kingdom,GBR,2024-07-18 23:30:00,2024-07-19 00:30:00,0
United Kingdom,GBR,2024-07-19 00:00:00,2024-07-19 01:00:00,0
United Kingdom,GBR,2024-07-19 00:30:00,2024-07-19 01:30:00,0
United Kingdom,GBR,2024-07-19 01:00:00,2024-07-19 02:00:00,0
United Kingdom,GBR,2024-07-19 01:30:00,2024-07-19 02:30:00,0
United Kingdom,GBR,2024-07-19 02:00:00,2024-07-19 03:00:00,0
United Kingdom,GBR,2024-07-19 02:30:00,2024-07-19 03:30:00,0
United Kingdom,GBR,2024-07-19 03:00:00,2024-07-19 04:00:00,0
United Kingdom,GBR,2024-07-19 03:30:00,2024-07-19 04:30:00,0
United Kingdom,GBR,2024-07-19 04:00:00,2024-07-19 05:00:00,0
United Kingdom,GBR,2024-07-19 04:30:00,2024-07-19 05:30:00,0.000367
United Kingdom,GBR,2024-07-19 05:00:00,2024-07-19 06:00:00,0.017953
United Kingdom,GBR,2024-07-19 05:30:00,2024-07-19 06:30:00,0.073569
United Kingdom,GBR,2024-07-19 06:00:00,2024-07-19 07:00:00,0.152238
United Kingdom,GBR,2024-07-19 06:30:00,2024-07-19 07:30:00,0.255377
United Kingdom,GBR,2024-07-19 07:00:00,2024-07-19 08:00:00,0.385722
United Kingdom,GBR,2024-07-19 07:30:00,2024-07-19 08:30:00,0.520568
United Kingdom,GBR,2024-07-19 08:00:00,2024-07-19 09:00:00,0.661853
United Kingdom,GBR,2024-07-19 08:30:00,2024-07-19 09:30:00,0.801621
United Kingdom,GBR,2024-07-19 09:00:00,2024-07-19 10:00:00,0.944899
United Kingdom,GBR,2024-07-19 09:30:00,2024-07-19 10:30:00,1.081605
United Kingdom,GBR,2024-07-19 10:00:00,2024-07-19 11:00:00,1.192285
United Kingdom,GBR,2024-07-19 10:30:00,2024-07-19 11:30:00,1.286692
United Kingdom,GBR,2024-07-19 11:00:00,2024-07-19 12:00:00,1.366423
United Kingdom,GBR,2024-07-19 11:30:00,2024-07-19 12:30:00,1.420128
United Kingdom,GBR,2024-07-19 12:00:00,2024-07-19 13:00:00,1.450192
United Kingdom,GBR,2024-07-19 12:30:00,2024-07-19 13:30:00,1.440474
United Kingdom,GBR,2024-07-19 13:00:00,2024-07-19 14:00:00,1.412385
United Kingdom,GBR,2024-07-19 13:30:00,2024-07-19 14:30:00,1.34141
United Kingdom,GBR,2024-07-19 14:00:00,2024-07-19 15:00:00,1.268694
United Kingdom,GBR,2024-07-19 14:30:00,2024-07-19 15:30:00,1.165655
United Kingdom,GBR,2024-07-19 15:00:00,2024-07-19 16:00:00,1.063276
United Kingdom,GBR,2024-07-19 15:30:00,2024-07-19 16:30:00,0.944721
United Kingdom,GBR,2024-07-19 16:00:00,2024-07-19 17:00:00,0.808858
United Kingdom,GBR,2024-07-19 16:30:00,2024-07-19 17:30:00,0.697319
United Kingdom,GBR,2024-07-19 17:00:00,2024-07-19 18:00:00,0.552462
United Kingdom,GBR,2024-07-19 17:30:00,2024-07-19 18:30:00,0.401519
United Kingdom,GBR,2024-07-19 18:00:00,2024-07-19 19:00:00,0.293026
United Kingdom,GBR,2024-07-19 18:30:00,2024-07-19 19:30:00,0.199722
United Kingdom,GBR,2024-07-19 19:00:00,2024-07-19 20:00:00,0.113173
United Kingdom,GBR,2024-07-19 19:30:00,2024-07-19 20:30:00,0.049718
United Kingdom,GBR,2024-07-19 20:00:00,2024-07-19 21:00:00,0.008508
United Kingdom,GBR,2024-07-19 20:30:00,2024-07-19 21:30:00,0.000036
United Kingdom,GBR,2024-07-19 21:00:00,2024-07-19 22:00:00,0
United Kingdom,GBR,2024-07-19 21:30:00,2024-07-19 22:30:00,0
United Kingdom,GBR,2024-07-19 22:00:00,2024-07-19 23:00:00,0
United Kingdom,GBR,2024-07-19 22:30:00,2024-07-19 23:30:00,0
United Kingdom,GBR,2024-07-19 23:00:00,2024-07-20 00:00:00,0
United Kingdom,GBR,2024-07-19 23:30:00,2024-07-20 00:30:00,0
United Kingdom,GBR,2024-07-20 00:00:00,2024-07-20 01:00:00,0
United Kingdom,GBR,2024-07-20 00:30:00,2024-07-20 01:30:00,0
United Kingdom,GBR,2024-07-20 01:00:00,2024-07-20 02:00:00,0
United Kingdom,GBR,2024-07-20 01:30:00,2024-07-20 02:30:00,0
United Kingdom,GBR,2024-07-20 02:00:00,2024-07-20 03:00:00,0
United Kingdom,GBR,2024-07-20 02:30:00,2024-07-20 03:30:00,0
United Kingdom,GBR,2024-07-20 03:00:00,2024-07-20 04:00:00,0
United Kingdom,GBR,2024-07-20 03:30:00,2024-07-20 04:30:00,0
United Kingdom,GBR,2024-07-20 04:00:00,2024-07-20 05:00:00,0
United Kingdom,GBR,2024-07-20 04:30:00,2024-07-20 05:30:00,0.000359
United Kingdom,GBR,2024-07-20 05:00:00,2024-07-20 06:00:00,0.021577
United Kingdom,GBR,2024-07-20 05:30:00,2024-07-20 06:30:00,0.064771
United Kingdom,GBR,2024-07-20 06:00:00,2024-07-20 07:00:00,0.11621
United Kingdom,GBR,2024-07-20 06:30:00,2024-07-20 07:30:00,0.191892
United Kingdom,GBR,2024-07-20 07:00:00,2024-07-20 08:00:00,0.259231
United Kingdom,GBR,2024-07-20 07:30:00,2024-07-20 08:30:00,0.325109
United Kingdom,GBR,2024-07-20 08:00:00,2024-07-20 09:00:00,0.40451
United Kingdom,GBR,2024-07-20 08:30:00,2024-07-20 09:30:00,0.494614
United Kingdom,GBR,2024-07-20 09:00:00,2024-07-20 10:00:00,0.550482
United Kingdom,GBR,2024-07-20 09:30:00,2024-07-20 10:30:00,0.585578
United Kingdom,GBR,2024-07-20 10:00:00,2024-07-20 11:00:00,0.640542
United Kingdom,GBR,2024-07-20 10:30:00,2024-07-20 11:30:00,0.701594
United Kingdom,GBR,2024-07-20 11:00:00,2024-07-20 12:00:00,0.705201
United Kingdom,GBR,2024-07-20 11:30:00,2024-07-20 12:30:00,0.695163
United Kingdom,GBR,2024-07-20 12:00:00,2024-07-20 13:00:00,0.695738
United Kingdom,GBR,2024-07-20 12:30:00,2024-07-20 13:30:00,0.667397
United Kingdom,GBR,2024-07-20 13:00:00,2024-07-20 14:00:00,0.70186
United Kingdom,GBR,2024-07-20 13:30:00,2024-07-20 14:30:00,0.600154
United Kingdom,GBR,2024-07-20 14:00:00,2024-07-20 15:00:00,0.582188
United Kingdom,GBR,2024-07-20 14:30:00,2024-07-20 15:30:00,0.538995
United Kingdom,GBR,2024-07-20 15:00:00,2024-07-20 16:00:00,0.492191
United Kingdom,GBR,2024-07-20 15:30:00,2024-07-20 16:30:00,0.430449
United Kingdom,GBR,2024-07-20 16:00:00,2024-07-20 17:00:00,0.365156
United Kingdom,GBR,2024-07-20 16:30:00,2024-07-20 17:30:00,0.297586
United Kingdom,GBR,2024-07-20 17:00:00,2024-07-20 18:00:00,0.2314
United Kingdom,GBR,2024-07-20 17:30:00,2024-07-20 18:30:00,0.213223
United Kingdom,GBR,2024-07-20 18:00:00,2024-07-20 19:00:00,0.172892
United Kingdom,GBR,2024-07-20 18:30:00,2024-07-20 19:30:00,0.115764
United Kingdom,GBR,2024-07-20 19:00:00,2024-07-20 20:00:00,0.062567
United Kingdom,GBR,2024-07-20 19:30:00,2024-07-20 20:30:00,0.027453
United Kingdom,GBR,2024-07-20 20:00:00,2024-07-20 21:00:00,0.006356
United Kingdom,GBR,2024-07-20 20:30:00,2024-07-20 21:30:00,0.000003
United Kingdom,GBR,2024-07-20 21:00:00,2024-07-20 22:00:00,0
United Kingdom,GBR,2024-07-20 21:30:00,2024-07-20 22:30:00,0
United Kingdom,GBR,2024-07-20 22:00:00,2024-07-20 23:00:00,0
United Kingdom,GBR,2024-07-20 22:30:00,2024-07-20 23:30:00,0
United Kingdom,GBR,2024-07-20 23:00:00,2024-07-21 00:00:00,0
United Kingdom,GBR,2024-07-20 23:30:00,2024-07-21 00:30:00,0
United Kingdom,GBR,2024-07-21 00:00:00,2024-07-21 01:00:00,0
United Kingdom,GBR,2024-07-21 00:30:00,2024-07-21 01:30:00,0
United Kingdom,GBR,2024-07-21 01:00:00,2024-07-21 02:00:00,0
United Kingdom,GBR,2024-07-21 01:30:00,2024-07-21 02:30:00,0
United Kingdom,GBR,2024-07-21 02:00:00,2024-07-21 03:00:00,0
United Kingdom,GBR,2024-07-21 02:30:00,2024-07-21 03:30:00,0
United Kingdom,GBR,2024-07-21 03:00:00,2024-07-21 04:00:00,0
United Kingdom,GBR,2024-07-21 03:30:00,2024-07-21 04:30:00,0
United Kingdom,GBR,2024-07-21 04:00:00,2024-07-21 05:00:00,0
United Kingdom,GBR,2024-07-21 04:30:00,2024-07-21 05:30:00,0.00006
United Kingdom,GBR,2024-07-21 05:00:00,2024-07-21 06:00:00,0.013314
United Kingdom,GBR,2024-07-21 05:30:00,2024-07-21 06:30:00,0.057862
United Kingdom,GBR,2024-07-21 06:00:00,2024-07-21 07:00:00,0.110979
United Kingdom,GBR,2024-07-21 06:30:00,2024-07-21 07:30:00,0.18984
United Kingdom,GBR,2024-07-21 07:00:00,2024-07-21 08:00:00,0.266401
United Kingdom,GBR,2024-07-21 07:30:00,2024-07-21 08:30:00,0.364104
United Kingdom,GBR,2024-07-21 08:00:00,2024-07-21 09:00:00,0.520574
United Kingdom,GBR,2024-07-21 08:30:00,2024-07-21 09:30:00,0.641546
United Kingdom,GBR,2024-07-21 09:00:00,2024-07-21 10:00:00,0.755758
United Kingdom,GBR,2024-07-21 09:30:00,2024-07-21 10:30:00,0.819021
United Kingdom,GBR,2024-07-21 10:00:00,2024-07-21 11:00:00,0.863742
United Kingdom,GBR,2024-07-21 10:30:00,2024-07-21 11:30:00,0.882181
United Kingdom,GBR,2024-07-21 11:00:00,2024-07-21 12:00:00,0.901478
United Kingdom,GBR,2024-07-21 11:30:00,2024-07-21 12:30:00,0.88311
United Kingdom,GBR,2024-07-21 12:00:00,2024-07-21 13:00:00,0.965833
United Kingdom,GBR,2024-07-21 12:30:00,2024-07-21 13:30:00,0.910926
United Kingdom,GBR,2024-07-21 13:00:00,2024-07-21 14:00:00,0.942558
United Kingdom,GBR,2024-07-21 13:30:00,2024-07-21 14:30:00,0.960958
United Kingdom,GBR,2024-07-21 14:00:00,2024-07-21 15:00:00,0.98805
United Kingdom,GBR,2024-07-21 14:30:00,2024-07-21 15:30:00,0.945201
United Kingdom,GBR,2024-07-21 15:00:00,2024-07-21 16:00:00,0.884147
United Kingdom,GBR,2024-07-21 15:30:00,2024-07-21 16:30:00,0.781517
United Kingdom,GBR,2024-07-21 16:00:00,2024-07-21 17:00:00,0.692681
United Kingdom,GBR,2024-07-21 16:30:00,2024-07-21 17:30:00,0.591635
United Kingdom,GBR,2024-07-21 17:00:00,2024-07-21 18:00:00,0.529615
United Kingdom,GBR,2024-07-21 17:30:00,2024-07-21 18:30:00,0.410829
United Kingdom,GBR,2024-07-21 18:00:00,2024-07-21 19:00:00,0.303127
United Kingdom,GBR,2024-07-21 18:30:00,2024-07-21 19:30:00,0.203555
United Kingdom,GBR,2024-07-21 19:00:00,2024-07-21 20:00:00,0.124571
United Kingdom,GBR,2024-07-21 19:30:00,2024-07-21 20:30:00,0.053651
United Kingdom,GBR,2024-07-21 20:00:00,2024-07-21 21:00:00,0.010714
United Kingdom,GBR,2024-07-21 20:30:00,2024-07-21 21:30:00,0.000001
United Kingdom,GBR,2024-07-21 21:00:00,2024-07-21 22:00:00,0
United Kingdom,GBR,2024-07-21 21:30:00,2024-07-21 22:30:00,0
United Kingdom,GBR,2024-07-21 22:00:00,2024-07-21 23:00:00,0
United Kingdom,GBR,2024-07-21 22:30:00,2024-07-21 23:30:00,0
United Kingdom,GBR,2024-07-21 23:00:00,2024-07-22 00:00:00,0
United Kingdom,GBR,2024-07-21 23:30:00,2024-07-22 00:30:00,0
United Kingdom,GBR,2024-07-22 00:00:00,2024-07-22 01:00:00,0
United Kingdom,GBR,2024-07-22 00:30:00,2024-07-22 01:30:00,0
United Kingdom,GBR,2024-07-22 01:00:00,2024-07-22 02:00:00,0
United Kingdom,GBR,2024-07-22 01:30:00,2024-07-22 02:30:00,0
United Kingdom,GBR,2024-07-22 02:00:00,2024-07-22 03:00:00,0
United Kingdom,GBR,2024-07-22 02:30:00,2024-07-22 03:30:00,0
United Kingdom,GBR,2024-07-22 03:00:00,2024-07-22 04:00:00,0
United Kingdom,GBR,2024-07-22 03:30:00,2024-07-22 04:30:00,0
United Kingdom,GBR,2024-07-22 04:00:00,2024-07-22 05:00:00,0
United Kingdom,GBR,2024-07-22 04:30:00,2024-07-22 05:30:00,0.000058
United Kingdom,GBR,2024-07-22 05:00:00,2024-07-22 06:00:00,0.006995
United Kingdom,GBR,2024-07-22 05:30:00,2024-07-22 06:30:00,0.032323
United Kingdom,GBR,2024-07-22 06:00:00,2024-07-22 07:00:00,0.079184
United Kingdom,GBR,2024-07-22 06:30:00,2024-07-22 07:30:00,0.139906
United Kingdom,GBR,2024-07-22 07:00:00,2024-07-22 08:00:00,0.199681
United Kingdom,GBR,2024-07-22 07:30:00,2024-07-22 08:30:00,0.258464
United Kingdom,GBR,2024-07-22 08:00:00,2024-07-22 09:00:00,0.322836
United Kingdom,GBR,2024-07-22 08:30:00,2024-07-22 09:30:00,0.371705
United Kingdom,GBR,2024-07-22 09:00:00,2024-07-22 10:00:00,0.423722
United Kingdom,GBR,2024-07-22 09:30:00,2024-07-22 10:30:00,0.511451
United Kingdom,GBR,2024-07-22 10:00:00,2024-07-22 11:00:00,0.548627
United Kingdom,GBR,2024-07-22 10:30:00,2024-07-22 11:30:00,0.591324
United Kingdom,GBR,2024-07-22 11:00:00,2024-07-22 12:00:00,0.656163
United Kingdom,GBR,2024-07-22 11:30:00,2024-07-22 12:30:00,0.72145
United Kingdom,GBR,2024-07-22 12:00:00,2024-07-22 13:00:00,0.787592
United Kingdom,GBR,2024-07-22 12:30:00,2024-07-22 13:30:00,0.800599
United Kingdom,GBR,2024-07-22 13:00:00,2024-07-22 14:00:00,0.85395
United Kingdom,GBR,2024-07-22 13:30:00,2024-07-22 14:30:00,0.929269
United Kingdom,GBR,2024-07-22 14:00:00,2024-07-22 15:00:00,0.936254
United Kingdom,GBR,2024-07-22 14:30:00,2024-07-22 15:30:00,0.919842
United Kingdom,GBR,2024-07-22 15:00:00,2024-07-22 16:00:00,0.837394
United Kingdom,GBR,2024-07-22 15:30:00,2024-07-22 16:30:00,0.761553
United Kingdom,GBR,2024-07-22 16:00:00,2024-07-22 17:00:00,0.656783
United Kingdom,GBR,2024-07-22 16:30:00,2024-07-22 17:30:00,0.544579
United Kingdom,GBR,2024-07-22 17:00:00,2024-07-22 18:00:00,0.467706
United Kingdom,GBR,2024-07-22 17:30:00,2024-07-22 18:30:00,0.363382
United Kingdom,GBR,2024-07-22 18:00:00,2024-07-22 19:00:00,0.259396
United Kingdom,GBR,2024-07-22 18:30:00,2024-07-22 19:30:00,0.170572
United Kingdom,GBR,2024-07-22 19:00:00,2024-07-22 20:00:00,0.091821
United Kingdom,GBR,2024-07-22 19:30:00,2024-07-22 20:30:00,0.034019
United Kingdom,GBR,2024-07-22 20:00:00,2024-07-22 21:00:00,0.004894
United Kingdom,GBR,2024-07-22 20:30:00,2024-07-22 21:30:00,0
United Kingdom,GBR,2024-07-22 21:00:00,2024-07-22 22:00:00,0
United Kingdom,GBR,2024-07-22 21:30:00,2024-07-22 22:30:00,0
United Kingdom,GBR,2024-07-22 22:00:00,2024-07-22 23:00:00,0
United Kingdom,GBR,2024-07-22 22:30:00,2024-07-22 23:30:00,0
United Kingdom,GBR,2024-07-22 23:00:00,2024-07-23 00:00:00,0
United Kingdom,GBR,2024-07-22 23:30:00,2024-07-23 00:30:00,0
United Kingdom,GBR,2024-07-23 00:00:00,2024-07-23 01:00:00,0
United Kingdom,GBR,2024-07-23 00:30:00,2024-07-23 01:30:00,0
United Kingdom,GBR,2024-07-23 01:00:00,2024-07-23 02:00:00,0
United Kingdom,GBR,2024-07-23 01:30:00,2024-07-23 02:30:00,0
United Kingdom,GBR,2024-07-23 02:00:00,2024-07-23 03:00:00,0
United Kingdom,GBR,2024-07-23 02:30:00,2024-07-23 03:30:00,0
United Kingdom,GBR,2024-07-23 03:00:00,2024-07-23 04:00:00,0
United Kingdom,GBR,2024-07-23 03:30:00,2024-07-23 04:30:00,0
United Kingdom,GBR,2024-07-23 04:00:00,2024-07-23 05:00:00,0
United Kingdom,GBR,2024-07-23 04:30:00,2024-07-23 05:30:00,0.000008
United Kingdom,GBR,2024-07-23 05:00:00,2024-07-23 06:00:00,0.009588
United Kingdom,GBR,2024-07-23 05:30:00,2024-07-23 06:30:00,0.0455
United Kingdom,GBR,2024-07-23 06:00:00,2024-07-23 07:00:00,0.098851
United Kingdom,GBR,2024-07-23 06:30:00,2024-07-23 07:30:00,0.174426
United Kingdom,GBR,2024-07-23 07:00:00,2024-07-23 08:00:00,0.26101
United Kingdom,GBR,2024-07-23 07:30:00,2024-07-23 08:30:00,0.361888
United Kingdom,GBR,2024-07-23 08:00:00,2024-07-23 09:00:00,0.445441
United Kingdom,GBR,2024-07-23 08:30:00,2024-07-23 09:30:00,0.534256
United Kingdom,GBR,2024-07-23 09:00:00,2024-07-23 10:00:00,0.614577
United Kingdom,GBR,2024-07-23 09:30:00,2024-07-23 10:30:00,0.70266
